Username,AVIATE_ONE_BLOCKS,ANIMALS_BRED,BELL_RING,BOAT_ONE_BLOCKS,CLEAN_ARMOR,CLEAN_BANNER,CLEAN_SHULKER_BOX,CLIMB_ONE_BLOCKS,CROUCH_ONE_BLOCKS,DAMAGE_ABSORBED,DAMAGE_BLOCKED_BY_SHIELD,DAMAGE_DEALT,DAMAGE_DEALT_ABSORBED,DAMAGE_DEALT_RESISTED,DAMAGE_RESISTED,DAMAGE_TAKEN,DEATHS,DROP,EAT_CAKE_SLICE,ENCHANT_ITEM,FALL_ONE_BLOCKS,FILL_CAULDRON,FISH_CAUGHT,FLY_ONE_BLOCKS,HAPPY_GHAST_ONE_BLOCKS,HORSE_ONE_BLOCKS,INSPECT_DISPENSER,INSPECT_DROPPER,INSPECT_HOPPER,INTERACT_WITH_ANVIL,INTERACT_WITH_BEACON,INTERACT_WITH_BLAST_FURNACE,INTERACT_WITH_BREWINGSTAND,INTERACT_WITH_CAMPFIRE,INTERACT_WITH_CARTOGRAPHY_TABLE,INTERACT_WITH_CRAFTING_TABLE,INTERACT_WITH_FURNACE,INTERACT_WITH_GRINDSTONE,INTERACT_WITH_LECTERN,INTERACT_WITH_LOOM,INTERACT_WITH_SMITHING_TABLE,INTERACT_WITH_SMOKER,INTERACT_WITH_STONECUTTER,JUMP,LEAVE_GAME,MINECART_ONE_BLOCKS,MOB_KILLS,NAUTILUS_ONE_BLOCKS,OPEN_BARREL,OPEN_CHEST,OPEN_ENDERCHEST,OPEN_SHULKER_BOX,PIG_ONE_BLOCKS,PLAY_NOTEBLOCK,PLAY_RECORD,PLAYER_KILLS,POT_FLOWER,RAID_TRIGGER,RAID_WIN,SLEEP_IN_BED,SNEAK_TIME,SPRINT_ONE_BLOCKS,STRIDER_ONE_BLOCKS,SWIM_ONE_BLOCKS,TALKED_TO_VILLAGER,TARGET_HIT,TIME_SINCE_DEATH,TIME_SINCE_REST,TOTAL_WORLD_TIME,TRADED_WITH_VILLAGER,TRIGGER_TRAPPED_CHEST,TUNE_NOTEBLOCK,USE_CAULDRON,WALK_ON_WATER_ONE_BLOCKS,WALK_ONE_BLOCKS,WALK_UNDER_WATER_ONE_BLOCKS
Adumu,63436,552,0,14105,0,0,0,3806,1203,0,25066,73185,0,0,397,25014,9,271,0,24,7722,0,460,26890,0,0,0,0,34,10,0,54,0,0,0,313,127,10,10,0,1,20,79,21555,20,0,2070,531,637,1778,6,175,0,1,0,0,39,0,0,64,49370,76091,0,2278,2,0,93515,5159,4739213,1,0,74624,0,2200,66695,1413
SharkyChompa,168245,20,0,894,0,0,0,377,1611,0,14182,145088,0,0,40,8203,2,153,0,0,3873,0,49,56072,0,0,27,9,9,22,0,92,0,0,1,310,108,0,20,1,10,0,54,29770,28,0,1484,0,2195,1445,389,710,0,2,2,0,0,0,0,23,68177,43400,0,768,6,0,2750018,40356,4693257,0,1,32,0,1868,126243,2127
kiQubits_,70450,0,0,18226,0,0,0,889,12265,205,60778,297924,1,0,84,28697,10,833,0,10,7971,0,10,60973,63455,6,27,1,1,32,0,161,112,0,0,604,498,8,11,0,10,0,149,40872,33,0,9815,0,282,2188,505,770,0,0,3,0,0,0,0,82,235598,58785,0,13742,149,0,783223,9830,4608187,224,1,0,0,3336,160248,2573
Velvind,79267,8,13,64017,0,0,0,1800,3762,2,11880,83371,125,0,516,38154,18,514,2,33,12106,0,133,87857,23825,31,0,0,15,45,0,0,0,0,1,208,126,12,15,6,6,0,56,38749,27,0,6544,0,524,1329,187,1141,0,0,3,0,4,0,0,83,120913,52361,0,3176,2,0,1219580,5159,4505482,0,2,3,0,2479,115550,2840
Spork7,91629,0,2,15446,0,0,0,918,1561,0,1834,31035,0,0,59,14801,12,87,0,7,3086,0,0,9546,0,0,122,0,422,18,0,0,2,0,0,243,146,6,6,0,0,0,0,13425,42,0,2533,0,638,1736,52,517,0,21,0,0,0,0,0,45,59366,53802,0,133,3,0,413934,40254,4499743,0,2,157,0,1645,62647,821
somesparethyme,146329,94,0,11821,0,0,0,3088,3253,0,3896,117212,0,0,237,8977,2,821,0,105,5926,1,534,54008,0,0,5,50,11,77,8,12,0,0,0,427,731,8,122,19,18,0,78,32255,65,413,1029,0,1055,2796,258,971,0,0,0,0,21,0,0,138,112130,136613,0,1896,0,0,3934804,6765,4376278,0,0,8,0,1748,100773,1245
__s_o_r_a__,149995,0,0,58571,0,0,0,635,1327,0,7002,122901,0,0,371,24230,17,303,0,29,4766,4,0,35555,0,0,5,0,0,60,8,1,12,0,1,215,274,2,3,0,20,0,0,26025,68,488,2470,0,297,1602,188,103,0,0,0,0,0,0,0,39,47274,70875,0,7750,19,0,119483,24883,4336744,0,2,0,6,5244,148690,4497
cynnq,127037,61,1,9786,0,0,0,2646,4373,60,24424,100316,0,0,165,67406,76,473,1,1,16271,0,0,100980,58486,0,0,11,1,58,0,2,0,0,0,434,155,0,25,0,3,2,63,54003,61,0,6420,0,380,1314,305,811,0,14,0,0,0,0,0,94,185192,67326,0,2110,65,0,101552,8157,4318569,6,1,60,10,3670,96102,5383
schildkrote_,136417,120,7,85327,0,0,0,406,1477,251,2868,110436,0,0,574,35541,14,149,0,6,8317,1,0,101965,31538,44,55,0,31,42,19,0,0,0,0,157,567,2,7,0,2,2,1,45932,84,0,3328,0,373,1616,217,149,0,0,0,0,25,0,0,38,57821,80259,0,285,53,0,2438816,3178,4276564,2,1,0,0,4238,94754,6628
limn_,83531,307,7,18442,0,0,0,1531,7698,0,17486,147372,0,0,823,36381,31,1349,0,6,7919,0,2,52476,0,0,248,41,479,63,35,19,8,0,0,786,289,0,8,0,21,27,3,38387,35,123,1355,0,1049,2598,599,2198,0,0,1,0,0,0,0,84,246203,62315,0,8087,865,0,152331,6839,4253827,613,0,0,0,2325,108210,4452
ShadowSplinter21,76579,89,0,24335,0,0,0,562,6812,0,13756,75434,0,0,18,13042,7,519,0,12,3803,3,0,25202,9884,0,6,0,12,28,4,48,0,0,1,386,141,2,2,0,10,47,13,20388,37,0,1197,0,317,3572,96,510,0,0,3,0,2,0,0,51,155052,88378,0,3740,7,0,2482195,5845,4227069,0,0,31,0,2571,131824,12909
mossdryad,457190,0,0,23236,0,0,0,1145,8870,300,285,19276,65,0,63,24047,18,685,0,25,6025,0,0,37480,190735,0,8,0,0,27,0,1,247,0,0,186,114,0,19,0,8,2,0,27370,90,284,346,0,468,944,356,1594,1842,0,0,3,0,0,0,87,392778,78768,0,53006,19,0,286640,41263,4096172,0,0,7,0,3974,106145,33264
blue691312,61383,1,0,29794,0,0,0,1185,1998,0,7168,28669,0,0,908,20008,27,422,0,21,4627,0,392,26314,2073,38,0,0,5,25,0,6,6,0,0,83,90,17,12,0,11,0,0,18831,50,0,2041,18,361,417,87,889,750,0,4,5,0,0,0,58,132490,50213,0,4248,40,0,31866,31898,4015044,194,8,0,0,1646,58825,2823
jamesparkin,204574,0,0,42936,0,0,0,3956,21087,0,19028,50154,0,0,3641,566581,469,422,0,14,67711,0,0,62747,627,99,3,1,4,7,6,11,0,0,1,159,101,13,16,0,0,6,2,37619,58,106,291,0,262,994,320,612,0,1,37,3,0,0,0,15,430876,53810,0,2505,42,0,1325528,7085,3852031,135,0,31,0,2068,66986,1660
BlueIloveblu,161919,90,0,4076,0,0,0,1207,13872,20,0,143440,0,0,365,28950,11,481,0,62,10782,0,0,53785,98809,42,14,76,122,30,13,95,11,4,0,322,114,33,5,0,4,5,3,32166,31,0,2183,0,406,2717,214,666,0,2,1,0,0,0,0,14,223553,34512,0,6418,53,0,2244477,17221,3793606,18,0,3,54,4956,83349,8332
ghhosty,30271,40,0,2555,0,0,0,4020,12596,0,0,67095,0,0,19,10078,3,121,0,26,7980,0,0,83085,0,0,1,0,2,14,0,0,0,0,0,337,238,14,12,0,2,1,123,40727,29,0,499,0,422,1360,67,724,0,0,1,0,0,0,0,101,343505,65663,0,6109,3,0,3121586,6839,3745142,0,0,0,0,9082,106029,4196
DocIsTheName,5176,0,0,299,0,0,0,18,717,0,0,5167,0,0,244,4941,4,263,0,0,649,0,0,21055,0,54,307,60,0,1,0,0,0,0,0,2,0,0,44,166,0,0,0,4262,45,0,20,0,29,3602,2,208,0,0,0,0,0,0,0,0,23041,9909,0,0,0,0,350562,350611,3697896,0,2,1,0,81,19348,90
figsock,118195,26,1,34935,0,0,0,688,5844,0,13076,95321,0,0,58,21646,8,513,0,41,8575,0,66,50715,4894,726,9,1,42,34,1,142,4,0,0,319,322,29,9,8,6,0,16,33455,34,0,3105,0,872,1938,48,513,0,0,10,1,9,0,0,86,172253,69818,0,2927,81,0,1628125,6895,3676276,366,1,193,16,2032,84260,2063
_xXMCSM2026Xx_,208556,190,0,79065,0,0,0,255,4387,0,24550,155798,0,0,201,27547,1,103,0,89,16915,0,824,91209,0,2540,13,0,20,29,2,0,1,0,0,306,213,60,28,0,1,74,0,49580,55,0,4662,0,862,2622,127,849,0,874,30,0,0,0,0,63,134730,51821,0,1264,2,0,1006064,99333,3662443,0,1,771,0,1475,85613,1358
Ash__003,224242,1,0,16218,0,0,0,931,5189,40,26350,220717,0,0,733,55292,36,671,0,2,17083,0,110,86424,488,373,83,10,10,32,3,28,1,0,2,214,163,7,11,0,7,0,45,44526,36,0,3362,0,1247,2336,109,1392,0,1,1,2,1,0,0,47,177309,85000,0,4061,550,0,158900,6629,3371911,654,0,14,0,2082,59452,3389
thewildkindness,248558,0,0,15384,0,0,0,491,2770,96,894,64475,0,0,333,40437,27,443,1,11,14952,0,0,91489,648,180,1,0,1,24,9,6,0,0,0,110,68,0,15,2,10,0,0,43319,85,0,3887,0,469,825,64,394,3091598,0,19,1,2,0,0,11,78164,96617,0,11677,14,0,133004,23086,3369568,0,0,49,0,3366,54521,3090
kashkdot,234132,2,6,62,0,0,0,321,12419,220,0,181479,0,0,1934,35743,1,420,0,0,12334,2,0,74958,5302,108,0,1,807,25,25,105,0,0,0,109,1019,1,29,0,10,43,0,39807,24,125,3438,0,545,1361,275,3048,0,0,2,0,0,1,1,15,191304,85376,0,7760,8,0,3071259,11874,3074231,0,4,9,448,3064,31290,4307
MrChip04,330437,6,1,5247,0,0,0,212,7838,0,2644,70328,0,0,708,21265,3,420,0,3,6991,0,0,34638,0,0,0,0,4,31,0,0,0,0,0,236,171,4,44,0,5,0,51,21850,82,312,2527,0,372,1273,257,1629,0,0,0,0,0,0,0,83,189532,56196,0,1512,20,0,1309895,43391,2900443,0,0,33,0,1632,45668,1067
fangmincrft,524858,12,0,16264,0,0,0,706,1439,0,11993,53995,0,0,0,29981,41,293,14,16,5413,0,294,53213,0,0,0,0,1,46,24,54,1,0,0,274,232,16,4,0,2,24,8,25238,51,0,4858,0,326,1348,186,98,0,0,0,0,0,0,0,110,78085,42783,0,6287,6,0,571726,18121,2677962,0,5,0,0,5368,54301,3215
retep_ih,159074,0,0,5121,0,0,0,711,4133,0,5726,78409,0,0,367,223663,289,549,2,234,27962,1,0,91767,0,0,2,14,2,29,0,32,0,0,0,174,172,204,3,3,8,35,0,42706,39,0,9331,0,458,147,339,503,0,0,0,0,0,0,0,17,85224,37420,0,12697,0,0,1630177,194951,2607461,0,7,15,0,5172,34817,13483
DeloGateau,7684,0,0,14455,0,0,0,629,1013,0,54972,34725,0,0,0,19863,31,15,0,0,2568,0,0,25758,0,0,0,0,0,0,0,0,0,0,0,169,315,0,0,0,0,0,22,17299,21,0,186,0,18,1096,0,82,0,0,0,0,0,0,0,48,67307,23104,0,368,1,0,22136,148,2606189,0,0,0,0,1948,137175,1025
AnnikaBell,57585,0,1,4032,0,0,0,934,882,0,2820,20154,0,0,184,13406,11,154,0,3,3070,3,0,9573,0,0,0,43,100,9,0,66,0,0,0,168,198,0,9,0,0,1,31,13003,42,0,809,0,158,1346,68,1037,0,2,0,0,15,0,0,100,30424,82720,0,640,2,0,713406,10365,2577431,0,1,184,0,964,72302,524
TheGeneral4430,126736,0,6,8129,0,0,0,1990,2464,0,0,51250,0,0,443,25766,17,386,0,0,11301,0,186,53939,6680,0,1,6,0,37,2,0,3,0,0,294,176,9,11,15,12,1,25,29389,27,0,333,66,504,2088,208,2177,0,8,5,5,0,0,0,29,79072,36105,0,1243,493,0,1222269,8466,2566893,67,3,14,0,1012,60666,665
pers3uss,110467,15,0,5481,0,0,0,247,9571,0,7876,126460,0,0,86,19019,6,842,0,0,8522,0,52,50352,28510,1129,3,4,4,38,2,0,0,0,1,234,174,0,5,0,0,0,49,27711,33,53,1324,0,311,1221,147,1451,2034979,0,0,0,0,0,0,52,203184,38882,0,1204,1,0,247905,14413,2541333,0,1,4,0,1107,59249,849
ByTomyXx,193496,0,0,8047,0,0,0,395,6143,102,0,149739,0,0,176,31111,1,382,0,39,8833,0,0,44464,0,0,9,11,52,35,5,26,1,0,0,181,58,26,59,0,3,20,3,24275,29,0,2140,0,823,1270,286,692,0,1,0,0,0,0,0,47,132026,50271,0,1908,225,0,2234573,21434,2502469,300,1,10,0,664,26281,1535
Kickpunchy,136433,0,0,9074,0,0,0,2,15579,81,4984,85111,0,0,68,12920,5,127,0,0,3108,0,0,10447,0,0,0,0,15,39,0,0,0,0,0,74,80,3,7,0,0,0,3,12970,19,0,1781,0,281,188,86,305,0,0,0,0,0,0,0,11,471818,44332,0,7697,190,0,1841216,30067,2303031,197,0,0,0,3162,44393,2950
Galaxial,47731,2,0,32385,0,0,0,114,266,0,30826,30505,0,0,50,33532,43,225,0,0,8539,0,0,44568,89141,0,0,5,0,0,0,10,0,0,0,132,115,0,13,0,0,5,0,28539,51,0,158,0,328,962,105,253,0,0,0,0,0,0,0,32,19215,26949,0,611,4,0,102108,8732,2301124,0,1,0,0,1578,66314,971
Glassbot,129230,0,9,5423,0,0,0,1404,3247,158,8502,164028,4,0,164,32404,9,369,0,68,6787,0,2,49840,15558,162,25,0,1,49,0,25,8,10,0,202,142,40,4,0,15,9,8,26313,26,0,1090,0,1241,524,107,343,0,0,12,0,26,0,0,9,128675,57428,8,2558,6,0,1000534,169,2267716,0,0,2,0,1367,45682,1276
Euros_,165352,0,0,1280,0,0,0,40,2479,0,4930,48222,0,0,1243,23819,8,321,0,0,8186,0,8,39376,0,0,3,25,1,40,3,0,0,0,2,221,57,0,18,1,3,0,35,21798,92,0,2578,0,399,1638,208,1286,0,57,1,2,1,0,0,53,58609,56586,1,928,3,0,107603,18795,2191057,0,0,0,0,1132,45603,688
jolkvolk666,0,0,0,20493,0,0,0,22,169,0,6954,70253,0,0,0,8303,14,22,0,0,849,0,0,4366,0,0,0,0,131,0,0,0,0,0,0,123,222,3,0,0,0,0,0,6104,16,1531,654,0,5,581,0,6,0,0,0,0,0,0,0,13,7891,14151,0,1745,1,0,678258,11090,2156745,0,0,0,0,1167,31883,1004
_girlfailure,201133,2,0,2021,0,0,0,169,2302,41,765,44776,0,0,22,10677,2,265,0,28,3256,0,0,24733,0,67,28,0,29,42,0,6,1,0,0,154,159,29,11,0,4,6,0,11239,44,300,3779,0,196,714,106,398,0,0,0,0,0,0,0,29,65756,29794,0,284,79,0,377444,9042,2118861,119,4,0,0,317,9619,156
Rebyata,0,0,0,64974,0,0,0,1632,1891,180,1350,88903,0,0,126,31359,19,397,0,0,9003,0,0,75397,0,0,3,0,0,49,0,1,0,0,0,143,36,2,11,1,0,3,0,30191,13,0,585,0,149,653,18,115,0,0,0,2,0,0,0,21,71757,27008,0,9087,12,0,692408,11618,2102594,0,0,70,0,8421,41989,1757
BiohazardBesi,0,0,0,0,0,0,0,165,24,0,976,8000,0,0,8,14126,44,461,0,0,1581,0,7,2657,0,0,0,0,0,0,0,0,0,0,0,228,138,5,0,0,0,0,0,12141,14,0,45,0,7,237,6,97,0,0,0,0,0,0,0,97,1281,22518,0,3457,0,0,19598,19500,1997170,0,0,0,0,3765,67040,1389
Dafndil,11013,0,0,5518,0,0,0,227,1637,0,330,4282,0,0,213,10891,11,235,0,0,4733,0,35,76195,0,0,0,13,0,7,0,1,0,0,1,11,5,0,15,0,0,1,0,26578,40,0,26,0,224,84,189,322,0,0,0,2,0,0,0,2,74109,53280,0,1276,2,0,35505,28630,1978428,0,0,3,0,499,38699,871
MAGICBUTTER87,156540,0,0,28062,0,0,0,781,1053,0,52304,70266,0,0,183,17542,9,259,0,45,5159,0,42,35399,0,9665,8,11,1,32,0,24,1,0,0,263,207,35,6,2,2,16,8,18686,34,0,423,0,337,839,12,56,0,0,6,0,0,0,0,21,54152,26171,0,3814,7,0,18278,18497,1940965,0,0,6,0,3050,51407,3275
calamythe,68640,0,0,3200,0,0,0,210,1992,25,50,27138,0,0,32,15992,10,758,0,1,3454,1,14,44545,148200,0,0,0,0,30,0,21,0,0,0,247,109,1,6,0,1,23,0,15780,35,0,178,0,191,713,29,200,83359,0,0,0,0,0,0,49,79169,39123,0,1678,0,0,328349,5973,1907317,0,0,0,0,1376,27253,654
Th3Kiji,30373,8,0,29075,0,0,0,1905,4997,40,2187,79005,0,16,316,11892,4,165,0,70,13406,0,0,67920,0,514,16,0,20,20,0,1,38,0,0,132,89,62,0,0,7,0,41,32737,54,0,6208,0,107,954,18,171,0,0,0,0,0,0,0,3,128867,29590,0,2826,137,0,1102125,229916,1878673,230,4,0,0,2387,51729,3250
alivepenguin01,535610,0,0,0,0,0,0,112,4284,809,6626,56617,0,0,676,79574,35,473,0,0,12331,0,0,12150,2779,22,0,0,1,43,3,5,2,0,0,77,7,0,21,0,7,0,0,10151,42,0,629,0,229,548,244,680,0,0,0,1,4,0,0,14,107922,15647,0,4982,1,0,302012,6831,1864652,0,0,0,0,2053,29042,5004
CloakedOkami,192408,0,0,16703,0,0,0,737,3928,0,18174,60582,110,0,2,15282,7,193,0,0,11794,0,12,94290,0,0,12,0,0,3,1,1,0,0,0,219,232,0,2,0,5,0,0,42044,33,0,400,0,144,1179,6,701,0,3,0,2,3,0,0,45,92043,49903,0,3080,4,0,870168,3018,1853363,0,0,4,0,841,39644,507
Tomattoe,43798,1,0,11896,0,0,0,287,3005,80,80,19088,0,0,16,8383,4,113,0,56,2504,0,0,16800,0,34,23,7,86,9,0,0,2,0,0,145,26,43,5,0,0,0,3,10061,17,0,98,0,248,1110,52,191,0,0,2,0,0,1,0,19,78547,28082,0,235,147,0,516863,1016,1820785,458,0,0,0,585,34201,301
Chained_Pickle,0,42,35,20326,0,0,0,1559,238,40,0,52680,0,0,6,40530,88,106,0,0,5166,0,0,30966,0,0,0,2,0,3,0,35,0,0,0,180,71,0,11,0,0,25,0,21936,12,0,270,0,188,420,25,38,0,0,0,0,0,0,0,7,10134,38178,0,862,4,0,17354,13422,1812364,0,0,0,0,2683,96605,1912
vacantgrimm,0,77,0,14490,0,0,0,1750,2310,0,15604,47390,0,0,6,5403,6,99,0,15,1100,0,45,8385,0,0,0,0,3,19,0,0,0,0,0,187,75,0,0,0,0,0,0,7110,22,0,1932,89,5,811,3,141,0,0,0,0,0,0,0,14,86358,8998,0,967,0,0,81922,2567,1808917,0,0,4,0,2989,39852,1259
NotBranch,242615,0,0,8216,0,0,0,185,3500,40,4122,39414,159,0,70,15266,7,212,0,0,7948,0,0,62728,0,0,3,1,3,34,2,0,0,0,0,136,85,0,24,0,5,1,0,25806,38,0,212,0,677,742,29,635,0,0,0,0,1,0,0,34,106248,42284,0,2120,32,0,317362,3018,1769955,256,0,10,0,641,23314,681
yapper97,3573,0,0,342,0,0,0,143,9,90,0,3621,34,0,28,7635,9,175,0,0,1407,0,41,1268,225,750,0,1,0,4,0,4,0,0,0,77,41,0,0,0,0,0,0,4723,8,0,18,0,3,165,0,35,1508,0,16,1,0,0,0,11,1205,9377,0,14,1,0,272312,25368,1734729,0,0,0,0,803,35760,1090
pavvoz,57969,0,0,3605,0,0,0,184,1425,0,2712,16808,0,0,1440,6129,6,203,0,0,2759,0,0,27013,0,0,0,1,0,0,0,0,0,0,0,77,137,1,13,1,1,0,5,12466,24,0,94,0,360,450,15,76,0,0,0,0,0,0,0,16,55199,25911,0,4336,0,0,1373601,18229,1723053,0,0,10,0,570,14888,459
grayMatter94,0,88,0,10950,0,0,0,23,737,0,0,16114,0,0,0,2523,1,210,0,6,439,0,0,786,0,9,0,0,0,6,0,0,0,0,1,187,450,0,1,0,0,0,0,5772,26,0,140,0,15,574,72,2,0,0,0,0,0,0,0,31,34716,10575,0,0,7,0,1632955,35327,1698002,0,0,0,0,1329,71676,592
Shark1443,325668,0,0,10653,0,0,0,870,9259,81,0,65130,0,0,1651,50040,30,1037,0,20,13449,0,0,45384,7078,0,7,0,1,18,0,0,0,0,0,47,5,18,18,0,11,0,1,21786,85,94,392,0,612,137,117,631,0,0,0,6,0,0,0,6,174298,33523,0,1682,0,0,57356,7565,1671056,0,0,34,0,1039,28117,1334
kryog,0,25,0,2156,0,0,0,68,1317,0,5280,17468,0,0,20,6553,5,56,0,0,2520,1,22,17465,0,0,11,0,0,0,0,0,0,0,0,163,37,0,0,0,0,0,0,9844,11,0,128,0,180,167,3,48,0,0,2,0,0,0,0,6,37599,12718,0,1122,4,0,244669,7823,1671046,0,0,0,0,521,41132,371
StarAura,105014,0,0,827,0,0,0,106,5488,25,7626,30632,0,0,0,10186,1,195,0,13,5039,0,0,36602,0,6,1,0,0,11,0,0,0,0,0,148,152,9,7,0,1,0,5,19890,15,111,167,0,340,412,103,59,0,0,0,0,10,0,0,31,127842,21350,0,760,1,0,1539065,45745,1583305,0,1,0,0,528,18183,306
AKAgladiator_1,58256,2,0,3700,0,0,0,368,3419,0,0,35310,0,0,674,23615,20,421,0,73,3465,0,0,23517,0,2061,0,1,4,10,16,518,1,0,0,94,196,64,5,0,6,8,0,15037,16,0,6792,0,262,285,56,155,0,0,0,1,0,0,0,4,117556,17311,0,2610,10,0,275586,177906,1509528,12,1,44,0,1019,47107,4378
Flick,25029,0,0,5242,0,0,0,156,1419,0,7242,56297,0,0,31,3759,1,103,0,0,3801,0,0,37994,100,769,6,2,2,4,0,0,0,0,0,21,7,0,7,0,5,0,0,17407,15,387,441,0,425,382,75,101,0,67,36,0,0,0,0,9,54082,36500,0,1650,0,0,1153869,147284,1482321,0,0,0,0,1767,27149,864
dreamy_sapphire,0,95,1,18570,0,0,0,124,729,0,10564,66066,0,0,18,13014,14,110,0,7,4725,0,0,24173,0,0,0,0,0,0,0,45,0,0,0,138,97,2,4,0,0,18,12,14936,21,0,589,0,35,459,0,56,0,0,0,0,0,0,0,8,22606,27396,0,2380,17,0,137580,17792,1398677,1,0,0,0,2148,20550,479
JungleSystem,39841,0,0,5297,0,0,0,280,2841,0,8644,104890,0,0,197,10053,4,359,0,0,8006,0,0,60607,0,0,0,0,0,29,0,2,0,0,0,72,135,0,5,0,2,0,13,28577,33,0,668,0,49,69,5,99,0,0,0,0,0,0,0,14,70536,52067,0,7658,0,0,1268381,140145,1396631,0,1,0,0,3894,26453,1542
vkyt,643,0,0,4107,0,0,0,1070,2019,0,12812,85531,0,0,10,6384,4,137,0,13,4310,0,0,37113,0,141,0,0,29,8,0,1,1,0,1,114,61,4,3,0,0,0,2,17886,17,0,916,0,285,235,29,91,0,0,0,0,0,0,0,9,68001,13078,0,1797,0,0,1273457,1255,1388663,0,0,427,0,657,31198,493
VintageNL,61261,7,5,2547,0,0,0,789,1253,0,460,16522,0,0,6,5203,3,96,0,0,1987,0,0,25910,0,45,4,1,75,9,0,0,0,0,0,217,369,0,19,0,2,0,0,12835,32,0,107,0,1863,1182,148,526,0,0,0,0,0,0,0,21,34286,28464,0,238,4,0,683128,46273,1348041,0,4,0,0,992,42607,363
mining_101,70611,135,1,5680,0,0,0,581,2401,0,7336,48151,0,0,251,22375,20,151,0,26,5964,0,17,40762,0,0,1,57,88,41,0,0,2,7,0,177,188,22,11,0,4,0,0,20529,44,0,745,0,174,1881,28,84,0,0,0,0,0,0,0,20,68178,25611,0,1148,0,0,4180,4209,1310111,0,0,17,0,1172,27467,1006
juhneee,78209,0,0,17370,0,0,0,344,5699,0,12368,38019,0,0,74,9296,14,134,0,23,2670,0,0,24842,0,0,0,0,1,5,0,29,0,0,0,246,243,15,1,0,1,0,36,14036,33,0,1843,0,31,934,5,149,0,0,0,0,0,0,0,30,148318,26206,0,900,235,0,604574,13989,1286000,86,1,0,0,1104,33375,560
lilgogurtt,0,3,12,6248,0,0,0,933,967,0,0,21635,0,0,0,9171,4,202,0,0,3193,0,0,11438,0,14,2,0,0,3,0,1,0,0,0,107,87,0,5,0,0,41,0,10283,23,0,139,2102,128,408,8,162,0,0,1,0,0,0,0,5,83373,21180,0,2194,14,0,58995,36712,1269033,0,0,0,0,777,49105,1051
D3lent3r,14477,91,0,8324,0,0,0,12,1024,0,818,11157,0,0,13,4562,5,5,0,0,1169,0,0,9748,0,0,0,1,0,0,0,0,0,0,0,129,101,0,3,0,0,0,5,5810,16,0,79,0,140,720,0,51,0,0,0,0,2,0,0,47,28787,29543,0,319,8,0,1240,1273,1203300,0,0,0,0,211,24935,185
vrdo,268754,0,0,1951,0,0,0,508,4934,60,1234,40334,0,0,5,19272,6,133,0,168,5061,0,0,54205,0,0,0,0,1,37,1,0,1,0,0,94,18,25,8,0,16,0,0,18578,19,0,1560,0,364,278,239,178,0,0,0,0,0,0,0,32,71049,23864,0,4362,0,0,101245,36068,1198723,0,0,2,0,1634,20033,1898
Pampers,7444,0,0,3264,0,0,0,316,484,0,0,12576,0,0,118,4510,0,73,0,0,5090,0,0,57229,0,858,24,3,1,0,0,0,0,0,0,18,8,0,6,0,16,0,0,19984,10,773,683,0,385,442,23,32,0,0,0,0,0,0,0,24,17319,33944,0,1023,5,0,1160749,1595,1160749,0,4,0,0,397,12001,527
Valuto,110124,49,0,1266,0,0,0,1132,1680,0,0,51511,0,0,63,12797,0,122,0,45,3198,0,0,17182,25846,940,28,26,4,37,4,0,0,0,0,226,149,32,9,0,6,0,0,12173,14,293,405,0,481,1624,118,710,0,0,2,0,1,0,0,5,51205,26066,0,401,6,0,1127968,12672,1127968,0,0,2,0,361,20552,278
MurphysBigBroder,91021,16,3,295,0,0,0,154,1668,0,0,16618,0,0,4,12364,7,135,0,0,3094,0,0,18316,0,0,0,0,89,3,0,212,0,0,1,109,466,0,2,0,2,0,0,11212,26,0,90,0,42,1852,21,63,0,0,0,0,0,0,0,22,46719,12390,0,12,19,0,153878,44469,1126853,0,0,0,0,392,31662,122
maringam,92695,2,0,2908,0,0,0,161,1309,0,3832,74341,0,0,295,17829,7,766,0,74,2763,0,0,18911,0,558,5,0,6,24,0,75,4,2,0,202,141,58,7,0,6,44,32,11488,36,0,6816,0,228,1197,54,120,0,0,0,0,0,0,0,20,38538,28927,0,2012,14,0,73151,13137,1122383,34,2,2,0,1229,29006,2353
DaveyTango,0,0,1,3884,0,0,0,947,579,0,2982,17972,0,0,12,10302,10,50,0,0,2608,0,0,12013,0,0,1,1,1,4,0,18,0,0,1,57,45,2,8,2,0,0,12,7235,24,0,967,481,277,160,9,342,0,0,36,0,1,0,0,1,21740,17202,0,1017,15,0,209193,56387,1107180,28,0,0,0,879,22222,816
Mondblume_,0,27,0,0,0,0,0,10,790,0,2700,30045,0,0,29,7239,9,14,0,2,4530,0,0,25555,0,0,0,0,0,0,0,0,0,0,0,199,135,0,2,0,0,0,0,14735,14,0,223,0,127,691,1,3,0,0,1,0,2,0,0,16,29965,23022,0,297,1,0,383279,70684,1106257,0,0,0,8,1196,32655,760
SoVexed,0,31,24,7157,0,0,0,187,1410,0,0,64287,0,0,153,12547,2,204,0,40,10681,0,0,92722,1561,0,4,1,1,3,0,25,0,0,0,120,45,25,3,0,0,78,0,33255,15,0,652,0,18,145,4,119,0,0,0,0,0,0,0,12,44365,45228,0,10064,4,0,201514,16166,1057237,0,0,0,0,1004,11338,357
